  9.0000000000000000e+002	  2.7774662172354424e-002	
  9.0014999999999998e+002	  2.7804910182304594e-002	
  9.0029999999999995e+002	  2.7889461116437635e-002	
  9.0045000000000005e+002	  2.7953218631402776e-002	
  9.0060000000000002e+002	  2.7993569565459103e-002	
  9.0075000000000000e+002	  2.7993554651470468e-002	
  9.0089999999999998e+002	  2.8023205264471839e-002	
  9.0104999999999995e+002	  2.8116854242782714e-002	
  9.0120000000000005e+002	  2.8146124065651534e-002	
  9.0135000000000002e+002	  2.8188630202648470e-002	
  9.0150000000000000e+002	  2.8268425289224308e-002	
  9.0164999999999998e+002	  2.8318917949765782e-002	
  9.0179999999999995e+002	  2.8374104187425350e-002	
  9.0195000000000005e+002	  2.8354591799184658e-002	
  9.0210000000000002e+002	  2.8393811725402937e-002	
  9.0225000000000000e+002	  2.8443214304134483e-002	
  9.0239999999999998e+002	  2.8544683292677158e-002	
  9.0254999999999995e+002	  2.8558025766046862e-002	
  9.0270000000000005e+002	  2.8588874223736935e-002	
  9.0285000000000002e+002	  2.8687321973675076e-002	
  9.0300000000000000e+002	  2.8696082212086554e-002	
  9.0314999999999998e+002	  2.8705609380350515e-002	
  9.0329999999999995e+002	  2.8858587124188040e-002	
  9.0345000000000005e+002	  2.8822183462482616e-002	
  9.0360000000000002e+002	  2.8825795316985005e-002	
  9.0375000000000000e+002	  2.8920335660467211e-002	
  9.0389999999999998e+002	  2.8988670251671528e-002	
  9.0404999999999995e+002	  2.9025215416833675e-002	
  9.0420000000000005e+002	  2.9039549179213659e-002	
  9.0435000000000002e+002	  2.9075163764162672e-002	
  9.0450000000000000e+002	  2.9141998549023159e-002	
  9.0464999999999998e+002	  2.9231155028851832e-002	
  9.0479999999999995e+002	  2.9284335241878571e-002	
  9.0495000000000005e+002	  2.9277227378000627e-002	
  9.0510000000000002e+002	  2.9328989081116433e-002	
  9.0525000000000000e+002	  2.9459311831763833e-002	
  9.0539999999999998e+002	  2.9580029286822938e-002	
  9.0554999999999995e+002	  2.9596601784025397e-002	
  9.0570000000000005e+002	  2.9628959983464265e-002	
  9.0585000000000002e+002	  2.9720917635864957e-002	
  9.0600000000000000e+002	  2.9731294998831179e-002	
  9.0614999999999998e+002	  2.9768584697950878e-002	
  9.0629999999999995e+002	  2.9826261753998298e-002	
  9.0645000000000005e+002	  2.9851869418436799e-002	
  9.0660000000000002e+002	  2.9834073099421446e-002	
  9.0675000000000000e+002	  2.9928167999400925e-002	
  9.0689999999999998e+002	  3.0039277774839838e-002	
  9.0704999999999995e+002	  3.0074224701916716e-002	
  9.0720000000000005e+002	  3.0099809473390259e-002	
  9.0735000000000002e+002	  3.0169127879135477e-002	
  9.0750000000000000e+002	  3.0235333245686891e-002	
  9.0764999999999998e+002	  3.0335311678884421e-002	
  9.0779999999999995e+002	  3.0403730738783358e-002	
  9.0795000000000005e+002	  3.0463137432727071e-002	
  9.0810000000000002e+002	  3.0491344569516896e-002	
  9.0825000000000000e+002	  3.0573851569026509e-002	
  9.0839999999999998e+002	  3.0731968432314023e-002	
  9.0854999999999995e+002	  3.0765638095887723e-002	
  9.0870000000000005e+002	  3.0745686657642476e-002	
  9.0885000000000002e+002	  3.0807424602326466e-002	
  9.0900000000000000e+002	  3.0870897907903011e-002	
  9.0914999999999998e+002	  3.0930680046612424e-002	
  9.0929999999999995e+002	  3.1043735973563372e-002	
  9.0945000000000005e+002	  3.1067678798897297e-002	
  9.0960000000000002e+002	  3.1084444302143147e-002	
  9.0975000000000000e+002	  3.1251296331548925e-002	
  9.0989999999999998e+002	  3.1296256215558656e-002	
  9.1004999999999995e+002	  3.1364408435775037e-002	
  9.1020000000000005e+002	  3.1495193896724775e-002	
  9.1035000000000002e+002	  3.1565329718364378e-002	
  9.1050000000000000e+002	  3.1639737120973260e-002	
  9.1064999999999998e+002	  3.1685298305100910e-002	
  9.1079999999999995e+002	  3.1724124543774192e-002	
  9.1095000000000005e+002	  3.1839987294976016e-002	
  9.1110000000000002e+002	  3.1884196981682468e-002	
  9.1125000000000000e+002	  3.1937402406773605e-002	
  9.1139999999999998e+002	  3.2031057963006142e-002	
  9.1154999999999995e+002	  3.2093049957312492e-002	
  9.1170000000000005e+002	  3.2167331025628590e-002	
  9.1185000000000002e+002	  3.2279344012542066e-002	
  9.1200000000000000e+002	  3.2386285573739161e-002	
  9.1214999999999998e+002	  3.2459326508357561e-002	
  9.1229999999999995e+002	  3.2542543090801991e-002	
  9.1245000000000005e+002	  3.2639054145577953e-002	
  9.1260000000000002e+002	  3.2751447998262226e-002	
  9.1275000000000000e+002	  3.2799529950932396e-002	
  9.1289999999999998e+002	  3.2916590593002379e-002	
  9.1304999999999995e+002	  3.3009525125808140e-002	
  9.1320000000000005e+002	  3.3041838287745678e-002	
  9.1335000000000002e+002	  3.3148450725140152e-002	
  9.1350000000000000e+002	  3.3226433001441229e-002	
  9.1364999999999998e+002	  3.3340625295756141e-002	
  9.1379999999999995e+002	  3.3446629761065882e-002	
  9.1395000000000005e+002	  3.3526072712321615e-002	
  9.1410000000000002e+002	  3.3661187426602408e-002	
  9.1425000000000000e+002	  3.3809256439414515e-002	
  9.1439999999999998e+002	  3.3875111312802068e-002	
  9.1454999999999995e+002	  3.3933303135578650e-002	
  9.1470000000000005e+002	  3.3992786673094390e-002	
  9.1485000000000002e+002	  3.4142038497546101e-002	
  9.1500000000000000e+002	  3.4334357780625699e-002	
  9.1514999999999998e+002	  3.4420292984485380e-002	
  9.1529999999999995e+002	  3.4452388658369297e-002	
  9.1545000000000005e+002	  3.4580654896071032e-002	
  9.1560000000000002e+002	  3.4716578689069896e-002	
  9.1575000000000000e+002	  3.4788584887684167e-002	
  9.1589999999999998e+002	  3.4895614323662498e-002	
  9.1604999999999995e+002	  3.5067367515298126e-002	
  9.1620000000000005e+002	  3.5237132564895329e-002	
  9.1635000000000002e+002	  3.5303135238347126e-002	
  9.1650000000000000e+002	  3.5439316081436127e-002	
  9.1664999999999998e+002	  3.5626854693862918e-002	
  9.1679999999999995e+002	  3.5726144438392865e-002	
  9.1695000000000005e+002	  3.5871950638565644e-002	
  9.1710000000000002e+002	  3.5957741446071598e-002	
  9.1725000000000000e+002	  3.6082108525278378e-002	
  9.1739999999999998e+002	  3.6214656056157229e-002	
  9.1754999999999995e+002	  3.6308132641950569e-002	
  9.1770000000000005e+002	  3.6455812794366618e-002	
  9.1785000000000002e+002	  3.6650720675321845e-002	
  9.1800000000000000e+002	  3.6790859949021190e-002	
  9.1814999999999998e+002	  3.6952263929789099e-002	
  9.1829999999999995e+002	  3.7118856244541219e-002	
  9.1845000000000005e+002	  3.7233604886441063e-002	
  9.1860000000000002e+002	  3.7380709586990968e-002	
  9.1875000000000000e+002	  3.7551096759109261e-002	
  9.1889999999999998e+002	  3.7666868496725049e-002	
  9.1904999999999995e+002	  3.7926456801652714e-002	
  9.1920000000000005e+002	  3.8111023453157679e-002	
  9.1935000000000002e+002	  3.8202530763095342e-002	
  9.1950000000000000e+002	  3.8359933525605634e-002	
  9.1964999999999998e+002	  3.8493021270340280e-002	
  9.1979999999999995e+002	  3.8695262587117092e-002	
  9.1995000000000005e+002	  3.8907466364548428e-002	
  9.2010000000000002e+002	  3.9062313455123031e-002	
  9.2025000000000000e+002	  3.9230955858455520e-002	
  9.2039999999999998e+002	  3.9463578007487218e-002	
  9.2054999999999995e+002	  3.9642000595515002e-002	
  9.2070000000000005e+002	  3.9802134616904544e-002	
  9.2085000000000002e+002	  3.9964461920667833e-002	
