450	63.2800
452	58.2800
454	54.0000
456	50.1600
458	46.8400
460	43.8400
462	41.1600
464	38.7640
466	36.6480
468	34.7040
470	32.9840
472	31.4160
474	29.9880
476	28.6600
478	27.5080
480	26.4200
482	25.4720
484	24.5880
486	23.8440
488	23.1640
490	22.5920
492	22.0280
494	21.5680
496	21.1120
498	20.7080
500	20.3280
502	20.0040
504	19.7080
506	19.4720
508	19.3240
510	19.3360
512	19.5560
514	20.0760
516	20.9520
518	22.2640
520	24.1120
522	26.5840
524	29.6800
526	33.4880
528	37.7000
530	42.1600
532	46.4800
534	50.4800
536	53.6800
538	56.2800
540	57.9200
542	58.4800
544	57.5200
546	55.1600
548	51.4800
550	47.3600
552	43.2800
554	39.7840
556	37.0840
558	35.2560
560	34.3960
562	34.5000
564	35.7520
566	38.1960
568	41.9600
570	46.8800
572	52.5600
574	57.9200
576	61.5200
578	61.8000
580	57.8800
582	50.2000
584	40.4800
586	30.7360
588	22.4160
590	16.0160
592	11.4120
594	8.2320
596	6.0600
598	4.5840
600	3.5840
602	2.8760
604	2.3560
606	1.9760

