  6.5000000e+002	  4.9292424e+000	
  6.5100000e+002	  4.8923273e+000	
  6.5200000e+002	  4.8554123e+000	
  6.5300000e+002	  4.8067713e+000	
  6.5400000e+002	  4.7581303e+000	
  6.5500000e+002	  4.7029749e+000	
  6.5600000e+002	  4.6482538e+000	
  6.5700000e+002	  4.5878869e+000	
  6.5800000e+002	  4.5279543e+000	
  6.5900000e+002	  4.4636787e+000	
  6.6000000e+002	  4.3998374e+000	
  6.6100000e+002	  4.3320006e+000	
  6.6200000e+002	  4.2639032e+000	
  6.6300000e+002	  4.1917235e+000	
  6.6400000e+002	  4.1195437e+000	
  6.6500000e+002	  4.0445845e+000	
  6.6600000e+002	  3.9694950e+000	
  6.6700000e+002	  3.8973153e+000	
  6.6800000e+002	  3.8251355e+000	
  6.6900000e+002	  3.7519569e+000	
  6.7000000e+002	  3.6787783e+000	
  6.7100000e+002	  3.6063814e+000	
  6.7200000e+002	  3.5339845e+000	
  6.7300000e+002	  3.4626299e+000	
  6.7400000e+002	  3.3912319e+000	
  6.7500000e+002	  3.3215711e+000	
  6.7600000e+002	  3.2518668e+000	
  6.7700000e+002	  3.1832917e+000	
  6.7800000e+002	  3.1148035e+000	
  6.7900000e+002	  3.0554354e+000	
  6.8000000e+002	  2.9960239e+000	
  6.8100000e+002	  2.9488595e+000	
  6.8200000e+002	  2.9016517e+000	
  6.8300000e+002	  2.8615663e+000	
  6.8400000e+002	  2.8215678e+000	
  6.8500000e+002	  2.7851739e+000	
  6.8600000e+002	  2.7486932e+000	
  6.8700000e+002	  2.7172937e+000	
  6.8800000e+002	  2.6859377e+000	
  6.8900000e+002	  2.6590114e+000	
  6.9000000e+002	  2.6321286e+000	
  6.9100000e+002	  2.6086332e+000	
  6.9200000e+002	  2.5850510e+000	
  6.9300000e+002	  2.5655512e+000	
  6.9400000e+002	  2.5461383e+000	
  6.9500000e+002	  2.5233378e+000	
  6.9600000e+002	  2.5006676e+000	
  6.9700000e+002	  2.4799518e+000	
  6.9800000e+002	  2.4592794e+000	
  6.9900000e+002	  2.4370001e+000	
  7.0000000e+002	  2.4148076e+000	
  7.0100000e+002	  2.3915729e+000	
  7.0200000e+002	  2.3683815e+000	
  7.0300000e+002	  2.3431924e+000	
  7.0400000e+002	  2.3179165e+000	
  7.0500000e+002	  2.2948989e+000	
  7.0600000e+002	  2.2719247e+000	
  7.0700000e+002	  2.2440430e+000	
  7.0800000e+002	  2.2161179e+000	
  7.0900000e+002	  2.1883230e+000	
  7.1000000e+002	  2.1606585e+000	
  7.1100000e+002	  2.1356431e+000	
  7.1200000e+002	  2.1106712e+000	
  7.1300000e+002	  2.0815735e+000	
  7.1400000e+002	  2.0524757e+000	
  7.1500000e+002	  2.0249849e+000	
  7.1600000e+002	  1.9974940e+000	
  7.1700000e+002	  1.9730867e+000	
  7.1800000e+002	  1.9487228e+000	
  7.1900000e+002	  1.9269212e+000	
  7.2000000e+002	  1.9050327e+000	
  7.2100000e+002	  1.8874004e+000	
  7.2200000e+002	  1.8698115e+000	
  7.2300000e+002	  1.8573472e+000	
  7.2400000e+002	  1.8448395e+000	
  7.2500000e+002	  1.8352416e+000	
  7.2600000e+002	  1.8256437e+000	
  7.2700000e+002	  1.8175224e+000	
  7.2800000e+002	  1.8094445e+000	
  7.2900000e+002	  1.8053622e+000	
  7.3000000e+002	  1.8012364e+000	
  7.3100000e+002	  1.8005415e+000	
  7.3200000e+002	  1.7999335e+000	
  7.3300000e+002	  1.7994558e+000	
  7.3400000e+002	  1.7989346e+000	
  7.3500000e+002	  1.8005415e+000	
  7.3600000e+002	  1.8021484e+000	
  7.3700000e+002	  1.8040593e+000	
  7.3800000e+002	  1.8059267e+000	
  7.3900000e+002	  1.8102263e+000	
