5.001198000000000e+2	4.981000000000000e+0
5.013179000000000e+2	5.208500000000000e+0
5.027556000000000e+2	5.617900000000000e+0
5.041933000000000e+2	6.323000000000000e+0
5.053914000000000e+2	7.005300000000000e+0
5.062301000000000e+2	7.596700000000000e+0
5.070687000000000e+2	8.119800000000000e+0
5.081470000000000e+2	8.688400000000000e+0
5.095847000000000e+2	9.598200000000000e+0
5.115016000000000e+2	1.034880000000000e+1
5.130590999999999e+2	1.130400000000000e+1
5.146165999999999e+2	1.214560000000000e+1
5.161740999999999e+2	1.310080000000000e+1
5.177315999999999e+2	1.398790000000000e+1
5.190495000000000e+2	1.455650000000000e+1
5.201278000000000e+2	1.489770000000000e+1
5.209664000000000e+2	1.503410000000000e+1
5.216853000000000e+2	1.510230000000000e+1
5.231230000000001e+2	1.464750000000000e+1
5.239616999999999e+2	1.382870000000000e+1
5.248003000000000e+2	1.275970000000000e+1
5.255191999999999e+2	1.194090000000000e+1
5.269569000000000e+2	1.073540000000000e+1
5.289936000000000e+2	9.689200000000000e+0
5.312700000000000e+2	8.893100000000000e+0
5.329473000000001e+2	8.210800000000000e+0
5.343850000000000e+2	7.869600000000000e+0
5.352236000000000e+2	7.687600000000000e+0
5.357029000000000e+2	7.619400000000000e+0
5.364218000000000e+2	7.642200000000000e+0
5.383387000000000e+2	8.119800000000000e+0
5.402555999999999e+2	8.802100000000000e+0
5.424121000000000e+2	9.643700000000002e+0
5.439697000000000e+2	1.043970000000000e+1
5.451677000000000e+2	1.146320000000000e+1
5.466054000000000e+2	1.296440000000000e+1
5.472045000000001e+2	1.432900000000000e+1
5.475639000000000e+2	1.532980000000000e+1
5.482827000000000e+2	1.671720000000000e+1
5.488818000000000e+2	1.826380000000000e+1
5.492412000000001e+2	1.917360000000000e+1
5.493610000000000e+2	2.074300000000000e+1
5.499601000000000e+2	2.217590000000000e+1
5.500798999999999e+2	2.324490000000000e+1
5.504393000000000e+2	2.451860000000000e+1
5.510383000000001e+2	2.524640000000000e+1
5.513978000000000e+2	2.633810000000000e+1
5.518769999999999e+2	2.683850000000000e+1
5.525958000000001e+2	2.706600000000000e+1
5.539138000000000e+2	2.674750000000000e+1
5.542732000000000e+2	2.595150000000000e+1
5.549920000000000e+2	2.442760000000000e+1
5.551118000000000e+2	2.258530000000000e+1
5.552315999999999e+2	2.010610000000000e+1
5.553515000000000e+2	1.755880000000000e+1
5.555911000000000e+2	1.501140000000000e+1
5.561901000000000e+2	1.253220000000000e+1
5.570288000000001e+2	1.059890000000000e+1
5.575080000000000e+2	9.166000000000000e+0
5.587061000000000e+2	7.232800000000000e+0
5.599041000000000e+2	5.959100000000000e+0
5.600240000000000e+2	5.686100000000000e+0
5.614616999999999e+2	4.389700000000000e+0
5.631390000000000e+2	3.366200000000000e+0
5.662540000000000e+2	2.365400000000000e+0
5.694888000000000e+2	1.842300000000000e+0
5.730830999999999e+2	1.364700000000000e+0
5.767971000000000e+2	1.091700000000000e+0
5.807508000000000e+2	1.000800000000000e+0
5.853035000000000e+2	9.325000000000000e-1
5.898561999999999e+2	8.643000000000000e-1
5.939297000000000e+2	8.416000000000000e-1
5.984824000000000e+2	9.098000000000000e-1
6.029154000000000e+2	9.110000000000000e-1
6.071087000000000e+2	9.098000000000000e-1
6.123801999999999e+2	8.416000000000000e-1
6.171726000000000e+2	7.961000000000000e-1
6.230431000000000e+2	6.823000000000000e-1
6.267572000000000e+2	6.141000000000000e-1
6.302315999999999e+2	5.500000000000001e-1
6.350000000000000e+2	4.600000000000000e-1
6.400000000000000e+2	3.800000000000000e-1
6.450000000000000e+2	3.300000000000000e-1
6.500000000000000e+2	2.900000000000000e-1
